Source,Target
1409,The_Foolish_Husband_and_his_Wife_1405_AI1429
1409,1409C
1409,1409C
1409,1409B
1409,1409B
1409,1409A
1409,1409A
1409,J2523
1409,J2523.1
1409,J2523.2
68A,The_Clever_Fox_(Other_Animal)_1_AI69
68A,The_Clever_Fox_(Other_Animal)_1_AI69
68A,68B
68A,68B
68A,J2131.5.7
510,Supernatural_Helpers_500_AI559
510,Supernatural_Helpers_500_AI559
510,23
510,41
510,276
510,305
510,392
510,1569
514**,Supernatural_Helpers_500_AI559
514**,Supernatural_Helpers_500_AI559
514**,881*
514**,881*
514**,884A
514**,884A
514**,K1825.1.2
514**,K1837
514**,K2111
2043,Chains_Involving_Other_Events_2029_AI2075
2043,2018
2043,2018
2043,Z49.5
277,Other_Animals_and_Objects_220_AI299
277,Other_Animals_and_Objects_220_AI299
277,J643.1
1736A,The_Clergyman_Is_Tricked_1725_AI1774
1736A,The_Clergyman_Is_Tricked_1725_AI1774
1098*,Contest_between_Man_and_Ogre_1060_AI1114
1098*,Contest_between_Man_and_Ogre_1060_AI1114
1306,Stories_about_a_Fool_1200_AI1349
1306,Stories_about_a_Fool_1200_AI1349
1306,W153.5
926E,Clever_Acts_and_Words_920_AI929
926E,Clever_Acts_and_Words_920_AI929
926E,K1549.3
1572N*,The_Clever_Man_1525_AI1639
1572N*,The_Clever_Man_1525_AI1639
1462*,1453***
1462*,1453***
1349N*,Stories_about_a_Fool_1200_AI1349
1349N*,Stories_about_a_Fool_1200_AI1349
1349N*,J2469.2
1349N*,J1803.2
235,Birds_220_AI249
235,Birds_220_AI249
235,A2241.6
235,A2313.1
235,A2241
235,A2411.2.6.10
235,A2222.1
756C*,God_Rewards_and_Punishes_750_AI779
756C*,God_Rewards_and_Punishes_750_AI779
1332,Stories_about_a_Fool_1200_AI1349
1332,Stories_about_a_Fool_1200_AI1349
1332,J1842.2
1332,X372.4.1
1332,J1712
1332,J2317
1735B,The_Clergyman_Is_Tricked_1725_AI1774
1735B,The_Clergyman_Is_Tricked_1725_AI1774
530A,Supernatural_Helpers_500_AI559
530A,Supernatural_Helpers_500_AI559
1225A,Stories_about_a_Fool_1200_AI1349
1225A,Stories_about_a_Fool_1200_AI1349
1225A,J2382
165,Wild_Animals_and_Humans_150_AI199
165,Wild_Animals_and_Humans_150_AI199
165,U236
165,K2055.1
1920,Tall_Tales_1875_AI1999
1920,Tall_Tales_1875_AI1999
1920,1311
1920,2072
1920,2660
326,Supernatural_Adversaries_300_AI399
326,Supernatural_Adversaries_300_AI399
326,H1441.1
326,H1441.1
326,H1400
326,H1400
326,E571
326,E571
326,Q82
326,Q82
326,E577.2
326,E577.2
326,H1415
326,H1415
326,H1376.2
326,H1376.2
326,H1441
326,H1441
326,E577.3
326,E577.3
326,L10
326,E281
326,H1411.1
326,H1411
326,P452
326,H1421
326,E578
326,H1431
326,E283
326,H1422
326,H1433
326,E423.1.2
326,H1411.2
326,E578.1
326,F982.2
326,78
326,98
326,135
326,208
326,210
326,241
326,250
326,306
326,328
326,352
326,364
326,462
326,469
326,475
326,523
326,530
326,563
326,576
326,589
326,608
326,610
326,626
326,683
326,697
326,800
326,823
326,871
326,899
326,953
326,1010
326,1044
326,1135
326,1139
326,1187
326,1364
326,1391
326,1436
326,1437
326,1471
326,1499
326,1533
326,1659
326,1671
326,1681
326,1763
326,1922
326,2031
326,2199
326,2231
326,2251
326,2287
326,2317
326,2333
326,2387
326,2443
326,2487
326,2518
326,2545
326,2548
326,2636
326,2637
326,2698
326,2703
326,2794
326,2856
326,2858
1614*,The_Clever_Man_1525_AI1639
1614*,The_Clever_Man_1525_AI1639
1614*,K474
1614*,K474
48*,The_Clever_Fox_(Other_Animal)_1_AI69
48*,The_Clever_Fox_(Other_Animal)_1_AI69
48*,J815.1
48*,J815.1
1309,Stories_about_a_Fool_1200_AI1349
1309,Stories_about_a_Fool_1200_AI1349
922,Clever_Acts_and_Words_920_AI929
922,Clever_Acts_and_Words_920_AI929
922,H682.1
922,H711.1
922,H711.1
922,H682
922,H685
922,H634
922,H634
922,H797
922,H696.1
922,H524.1
922,H524.1
922,H701.1
922,H701.1
922,Q113.4
922,H702
922,H702
922,K1961
922,H512
922,H512
922,H500
922,H638
922,H691.1
922,H633
922,H705.2
922,H561.2
922,H561.2
922,H681.3.1
922,H713.1
922,H705.1
922,H681.1
922,H681.1
922,H703
922,H703
922,H541.1
922,H541.1
922,H681.1.1
922,L113.1.4
922,H681.3
922,H681.4
922,H659.4.1
922,H691.1.1
922,H631
922,H681.4.1
922,87
922,883
922,957
922,1038
922,1256
922,1262
922,1306
922,1326
922,1348
922,1561
922,1562
922,1633
922,1878
922,2108
922,2222
922,2263
922,2285
922,2291
922,2490
922,2560
922,2561
922,2614
922,2621
922,2720
922,2787
1960L,Tall_Tales_1875_AI1999
1960L,Tall_Tales_1875_AI1999
1960L,X1813
1960L,451
1960L,660
175,Wild_Animals_and_Humans_150_AI199
175,Wild_Animals_and_Humans_150_AI199
175,R255
175,K581.2
175,K741
175,K741
1820,Other_Jokes_about_Religious_Figures_1800_AI1849
1820,Other_Jokes_about_Religious_Figures_1800_AI1849
1820,1684B*
1820,1684B*
915,Good_Precepts_910_AI919
915,Good_Precepts_910_AI919
915,J555.1
915,J555.1
915,1602
915,2579
915,2759
1572K*,The_Clever_Man_1525_AI1639
1572K*,The_Clever_Man_1525_AI1639
460A,Supernatural_Tasks_460_AI499
460A,Supernatural_Tasks_460_AI499
460A,702A*
460A,702A*
460A,461A
460A,461A
460A,J1262.5.1
460A,H1291
460A,H1263
460A,F12
2030F,2030
2030F,2030
401A*,Wife_400_AI424
401A*,Wife_400_AI424
401A*,D759.9
401A*,D759.10
TALES_OF_MAGIC_(300_AI749),Supernatural_Power_or_Knowledge_650_AI699
TALES_OF_MAGIC_(300_AI749),Supernatural_Power_or_Knowledge_650_AI699
TALES_OF_MAGIC_(300_AI749),Other_Tales_of_the_Supernatural_700_AI749
TALES_OF_MAGIC_(300_AI749),Supernatural_Helpers_500_AI559
TALES_OF_MAGIC_(300_AI749),Supernatural_Helpers_500_AI559
TALES_OF_MAGIC_(300_AI749),Supernatural_Adversaries_300_AI399
TALES_OF_MAGIC_(300_AI749),Supernatural_Tasks_460_AI499
TALES_OF_MAGIC_(300_AI749),Supernatural_Tasks_460_AI499
TALES_OF_MAGIC_(300_AI749),Supernatural_or_Enchanted_Wife_(Husband)_or_Other_Relative_400_AI459
TALES_OF_MAGIC_(300_AI749),Supernatural_or_Enchanted_Wife_(Husband)_or_Other_Relative_400_AI459
TALES_OF_MAGIC_(300_AI749),Magic_Objects_560_AI649
8A,8
8A,8
1806*,Other_Jokes_about_Religious_Figures_1800_AI1849
1806*,Other_Jokes_about_Religious_Figures_1800_AI1849
1806*,1806B*
1806*,1806B*
1832P*,Other_Jokes_about_Religious_Figures_1800_AI1849
1832P*,Other_Jokes_about_Religious_Figures_1800_AI1849
1832P*,1810C*
1832P*,1810C*
1740B,The_Clergyman_Is_Tricked_1725_AI1774
1740B,The_Clergyman_Is_Tricked_1725_AI1774
1860C,Anecdotes_about_Other_Groups_of_People_1850_AI1874
1860C,Anecdotes_about_Other_Groups_of_People_1850_AI1874
1860C,X319.1
1848A,Other_Jokes_about_Religious_Figures_1800_AI1849
1848A,Other_Jokes_about_Religious_Figures_1800_AI1849
1848A,1848B
1848A,1848B
1848A,J2466.2
20C,The_Clever_Fox_(Other_Animal)_1_AI69
20C,The_Clever_Fox_(Other_Animal)_1_AI69
20C,2033
20C,2033
20C,J1812
20C,Z43.3
20C,Z43.3
1735A,The_Clergyman_Is_Tricked_1725_AI1774
1735A,The_Clergyman_Is_Tricked_1725_AI1774
1735A,K1631
1735A,782
1735A,1461
1735A,1479
1735A,1490
1735A,2544
467,Supernatural_Tasks_460_AI499
467,Supernatural_Tasks_460_AI499
467,D457.1.1
467,D457.1.3
315,Supernatural_Adversaries_300_AI399
315,Supernatural_Adversaries_300_AI399
315,K2212
315,R111.1.1
315,F615
315,L161
315,K2212.0.2
315,K2212.0.2
315,K2211.1
315,779
315,1155
315,1465
315,2029
2010A,Chains_Based_on_Numbers__Objects__Animals__or_Names_2000_AI2020
2010A,Chains_Based_on_Numbers__Objects__Animals__or_Names_2000_AI2020
2010A,2010B
2010A,2010B
2010A,Z22.1
2010A,Z22.2
1557,The_Clever_Man_1525_AI1639
1557,The_Clever_Man_1525_AI1639
1557,K2376
1007,Labor_Contract_1000_AI1029
1007,Labor_Contract_1000_AI1029
1007,K1440
1007,K1440
1007,552
1007,775
1007,1236
1007,1653
1007,1717
1330,Stories_about_a_Fool_1200_AI1349
1330,Stories_about_a_Fool_1200_AI1349
1330,J2162.3
1330,J2162.3
72D*,Other_Wild_Animals_70_AI99
72D*,Other_Wild_Animals_70_AI99
72D*,72C*
72D*,72C*
72D*,74D*
72D*,74D*
1294,Stories_about_a_Fool_1200_AI1349
1294,Stories_about_a_Fool_1200_AI1349
1294,J2113
809**,Heaven_800_AI809
809**,Heaven_800_AI809
1242*,1241A
1242*,1241A
1339,Stories_about_a_Fool_1200_AI1349
1339,Stories_about_a_Fool_1200_AI1349
1339,J1732
1650,Lucky_Accidents_1640_AI1674
1650,Lucky_Accidents_1640_AI1674
1650,H1023.25
1650,N411
1650,N411.2.1
1650,N411.2.1
1650,N411.1.1
1650,N411.1.1
1650,N411.2
1650,N411.2
1650,K335.1.1.1
1650,L10
1650,F708.1
1650,N411.1
1650,K443.5
1650,K1744
1650,L11
1706E,The_Stupid_Man_1675_AI1724
1341B,Stories_about_a_Fool_1200_AI1349
1341B,Stories_about_a_Fool_1200_AI1349
1341B,J2091.1
1341B,J1399.1
1651A,Lucky_Accidents_1640_AI1674
1651A,Lucky_Accidents_1640_AI1674
1651A,N411.4
1278,Stories_about_a_Fool_1200_AI1349
1278,Stories_about_a_Fool_1200_AI1349
1278,1278*
1278,1278*
1278,J1922.1
1278,J1922.1
1278,J1922.2.1
1685A*,The_Stupid_Man_1675_AI1724
1685A*,The_Stupid_Man_1675_AI1724
235A*,2021
235A*,2021
332B*,332
332B*,332
163A*,1586
1544B*,The_Clever_Man_1525_AI1639
1544B*,The_Clever_Man_1525_AI1639
1351A*,Stories_about_Married_Couples_1350_AI1439
1351A*,Stories_about_Married_Couples_1350_AI1439
2030H,2030
2030H,2030
1095,Contest_between_Man_and_Ogre_1060_AI1114
1095,Contest_between_Man_and_Ogre_1060_AI1114
1095,1095A
1095,1095A
1095,K83.2
1095,K83.1
1095,K83.1
1095,86
1095,127
1183,Souls_Saved_from_the_Devil_1170_AI1199
1183,Souls_Saved_from_the_Devil_1170_AI1199
1183,H1023.6
1179,Souls_Saved_from_the_Devil_1170_AI1199
1179,Souls_Saved_from_the_Devil_1170_AI1199
1179,1179*
1179,1179*
1179,H1023.5
1179,H1023.5
1091,Contest_between_Man_and_Ogre_1060_AI1114
1091,Contest_between_Man_and_Ogre_1060_AI1114
1091,1092
1091,1092
1091,1183*
1091,1183*
1091,K216.2
1091,K216.2
1091,K31.1
1091,402
1091,656
1091,878
1091,1121
1091,1265
1091,1776
1091,2110
1091,2332
1091,2382
1641B,Lucky_Accidents_1640_AI1674
1641B,Lucky_Accidents_1640_AI1674
1641B,H916.1.1
1641B,J1545.1
1641B,N641
1641B,1167
248,Birds_220_AI249
248,Birds_220_AI249
248,N261
248,N261
248,L315.7
248,F912
1634A*,The_Clever_Man_1525_AI1639
1634A*,The_Clever_Man_1525_AI1639
1634A*,K231.11
1351F*,Stories_about_Married_Couples_1350_AI1439
1351F*,Stories_about_Married_Couples_1350_AI1439
1688,The_Stupid_Man_1675_AI1724
1688,The_Stupid_Man_1675_AI1724
1555A,The_Clever_Man_1525_AI1639
1555A,The_Clever_Man_1525_AI1639
1555A,K233.4
2271,Catch_Tales_2200_AI2299
2271,Catch_Tales_2200_AI2299
1835D*,Other_Jokes_about_Religious_Figures_1800_AI1849
1835D*,Other_Jokes_about_Religious_Figures_1800_AI1849
779G*,God_Rewards_and_Punishes_750_AI779
779G*,God_Rewards_and_Punishes_750_AI779
779G*,C851.1.2
779G*,F962.3
779G*,A2793.5
1651A*,Lucky_Accidents_1640_AI1674
1651A*,Lucky_Accidents_1640_AI1674
47C,47A
47C,47A
122K*,Wild_Animals_and_Domestic_Animals_100_AI149
122K*,Wild_Animals_and_Domestic_Animals_100_AI149
122K*,K579.5.1
Wild_Animals_and_Domestic_Animals_100_AI149,121
Wild_Animals_and_Domestic_Animals_100_AI149,121
Wild_Animals_and_Domestic_Animals_100_AI149,117
Wild_Animals_and_Domestic_Animals_100_AI149,117
Wild_Animals_and_Domestic_Animals_100_AI149,122E
Wild_Animals_and_Domestic_Animals_100_AI149,122E
Wild_Animals_and_Domestic_Animals_100_AI149,106*
Wild_Animals_and_Domestic_Animals_100_AI149,106*
Wild_Animals_and_Domestic_Animals_100_AI149,130A
Wild_Animals_and_Domestic_Animals_100_AI149,130A
Wild_Animals_and_Domestic_Animals_100_AI149,122
Wild_Animals_and_Domestic_Animals_100_AI149,122
Wild_Animals_and_Domestic_Animals_100_AI149,116
Wild_Animals_and_Domestic_Animals_100_AI149,116
Wild_Animals_and_Domestic_Animals_100_AI149,112**
Wild_Animals_and_Domestic_Animals_100_AI149,112**
Wild_Animals_and_Domestic_Animals_100_AI149,105
Wild_Animals_and_Domestic_Animals_100_AI149,105
Wild_Animals_and_Domestic_Animals_100_AI149,135*
Wild_Animals_and_Domestic_Animals_100_AI149,135*
Wild_Animals_and_Domestic_Animals_100_AI149,103A*
Wild_Animals_and_Domestic_Animals_100_AI149,103A*
Wild_Animals_and_Domestic_Animals_100_AI149,119B*
Wild_Animals_and_Domestic_Animals_100_AI149,118
Wild_Animals_and_Domestic_Animals_100_AI149,118
Wild_Animals_and_Domestic_Animals_100_AI149,123
Wild_Animals_and_Domestic_Animals_100_AI149,123
Wild_Animals_and_Domestic_Animals_100_AI149,122A
Wild_Animals_and_Domestic_Animals_100_AI149,122A
Wild_Animals_and_Domestic_Animals_100_AI149,103B*
Wild_Animals_and_Domestic_Animals_100_AI149,103B*
Wild_Animals_and_Domestic_Animals_100_AI149,122L*
Wild_Animals_and_Domestic_Animals_100_AI149,122L*
Wild_Animals_and_Domestic_Animals_100_AI149,136
Wild_Animals_and_Domestic_Animals_100_AI149,136
Wild_Animals_and_Domestic_Animals_100_AI149,122D
Wild_Animals_and_Domestic_Animals_100_AI149,122D
Wild_Animals_and_Domestic_Animals_100_AI149,123A
Wild_Animals_and_Domestic_Animals_100_AI149,113A
Wild_Animals_and_Domestic_Animals_100_AI149,113A
Wild_Animals_and_Domestic_Animals_100_AI149,127B*
Wild_Animals_and_Domestic_Animals_100_AI149,127B*
Wild_Animals_and_Domestic_Animals_100_AI149,126A*
Wild_Animals_and_Domestic_Animals_100_AI149,126A*
Wild_Animals_and_Domestic_Animals_100_AI149,122G
Wild_Animals_and_Domestic_Animals_100_AI149,122G
Wild_Animals_and_Domestic_Animals_100_AI149,122C
Wild_Animals_and_Domestic_Animals_100_AI149,122C
Wild_Animals_and_Domestic_Animals_100_AI149,111A*
Wild_Animals_and_Domestic_Animals_100_AI149,111A*
Wild_Animals_and_Domestic_Animals_100_AI149,101
Wild_Animals_and_Domestic_Animals_100_AI149,101
Wild_Animals_and_Domestic_Animals_100_AI149,127A*
Wild_Animals_and_Domestic_Animals_100_AI149,127A*
Wild_Animals_and_Domestic_Animals_100_AI149,132
Wild_Animals_and_Domestic_Animals_100_AI149,132
Wild_Animals_and_Domestic_Animals_100_AI149,122D*
Wild_Animals_and_Domestic_Animals_100_AI149,122Z
Wild_Animals_and_Domestic_Animals_100_AI149,122Z
Wild_Animals_and_Domestic_Animals_100_AI149,124
Wild_Animals_and_Domestic_Animals_100_AI149,124
Wild_Animals_and_Domestic_Animals_100_AI149,126
Wild_Animals_and_Domestic_Animals_100_AI149,126
Wild_Animals_and_Domestic_Animals_100_AI149,113*
Wild_Animals_and_Domestic_Animals_100_AI149,113*
Wild_Animals_and_Domestic_Animals_100_AI149,103
Wild_Animals_and_Domestic_Animals_100_AI149,103
Wild_Animals_and_Domestic_Animals_100_AI149,125
Wild_Animals_and_Domestic_Animals_100_AI149,125
Wild_Animals_and_Domestic_Animals_100_AI149,135A*
Wild_Animals_and_Domestic_Animals_100_AI149,135A*
Wild_Animals_and_Domestic_Animals_100_AI149,122N*
Wild_Animals_and_Domestic_Animals_100_AI149,122N*
Wild_Animals_and_Domestic_Animals_100_AI149,130D*
Wild_Animals_and_Domestic_Animals_100_AI149,130D*
Wild_Animals_and_Domestic_Animals_100_AI149,102
Wild_Animals_and_Domestic_Animals_100_AI149,102
Wild_Animals_and_Domestic_Animals_100_AI149,130B
Wild_Animals_and_Domestic_Animals_100_AI149,130B
Wild_Animals_and_Domestic_Animals_100_AI149,122F
Wild_Animals_and_Domestic_Animals_100_AI149,122F
Wild_Animals_and_Domestic_Animals_100_AI149,111
Wild_Animals_and_Domestic_Animals_100_AI149,111
Wild_Animals_and_Domestic_Animals_100_AI149,133*
Wild_Animals_and_Domestic_Animals_100_AI149,133*
Wild_Animals_and_Domestic_Animals_100_AI149,115
Wild_Animals_and_Domestic_Animals_100_AI149,115
Wild_Animals_and_Domestic_Animals_100_AI149,107
Wild_Animals_and_Domestic_Animals_100_AI149,107
Wild_Animals_and_Domestic_Animals_100_AI149,105*
Wild_Animals_and_Domestic_Animals_100_AI149,105*
Wild_Animals_and_Domestic_Animals_100_AI149,122B
Wild_Animals_and_Domestic_Animals_100_AI149,122B
Wild_Animals_and_Domestic_Animals_100_AI149,106
Wild_Animals_and_Domestic_Animals_100_AI149,106
Wild_Animals_and_Domestic_Animals_100_AI149,103A
Wild_Animals_and_Domestic_Animals_100_AI149,103A
Wild_Animals_and_Domestic_Animals_100_AI149,100
Wild_Animals_and_Domestic_Animals_100_AI149,100
Wild_Animals_and_Domestic_Animals_100_AI149,111A
Wild_Animals_and_Domestic_Animals_100_AI149,111A
Wild_Animals_and_Domestic_Animals_100_AI149,120
Wild_Animals_and_Domestic_Animals_100_AI149,120
Wild_Animals_and_Domestic_Animals_100_AI149,113B
Wild_Animals_and_Domestic_Animals_100_AI149,113B
Wild_Animals_and_Domestic_Animals_100_AI149,130C
Wild_Animals_and_Domestic_Animals_100_AI149,130C
Wild_Animals_and_Domestic_Animals_100_AI149,103C*
Wild_Animals_and_Domestic_Animals_100_AI149,103C*
Wild_Animals_and_Domestic_Animals_100_AI149,123B
Wild_Animals_and_Domestic_Animals_100_AI149,123B
Wild_Animals_and_Domestic_Animals_100_AI149,137
Wild_Animals_and_Domestic_Animals_100_AI149,137
Wild_Animals_and_Domestic_Animals_100_AI149,131
Wild_Animals_and_Domestic_Animals_100_AI149,131
Wild_Animals_and_Domestic_Animals_100_AI149,110
Wild_Animals_and_Domestic_Animals_100_AI149,110
Wild_Animals_and_Domestic_Animals_100_AI149,136A*
Wild_Animals_and_Domestic_Animals_100_AI149,136A*
Wild_Animals_and_Domestic_Animals_100_AI149,113
Wild_Animals_and_Domestic_Animals_100_AI149,113
Wild_Animals_and_Domestic_Animals_100_AI149,122H
Wild_Animals_and_Domestic_Animals_100_AI149,122H
Wild_Animals_and_Domestic_Animals_100_AI149,129
Wild_Animals_and_Domestic_Animals_100_AI149,125B*
760A*,God_Rewards_and_Punishes_750_AI779
760A*,God_Rewards_and_Punishes_750_AI779
760A*,Q272.3
1960K,Tall_Tales_1875_AI1999
1960K,Tall_Tales_1875_AI1999
1960K,X1811.1
1960K,X1811.1
183*,Wild_Animals_and_Humans_150_AI199
183*,Wild_Animals_and_Humans_150_AI199
183*,K571.1
1477,1477*
1477,1477*
1477,X755
1477,X755
306,Supernatural_Adversaries_300_AI399
306,Supernatural_Adversaries_300_AI399
306,306A
306,306A
306,L161
306,H508.2
306,H508.2
306,F1015.1.1
306,F1015.1.1
306,H80
306,H80
306,K625.1
306,K625.1
306,D2131
306,D2131
306,D1980
306,D1980
306,F87
306,H901
306,T118
306,D2174
306,H84.1
306,H84.2
306,F301.7
306,847
306,1095
306,2389
835*,1706D
835*,1706D
835*,X811
121,J2133.6
121,J2133.6
613*,613
613*,613
61B,The_Clever_Fox_(Other_Animal)_1_AI69
61B,The_Clever_Fox_(Other_Animal)_1_AI69
61B,K815.15
1920B*,Tall_Tales_1875_AI1999
1920B*,Tall_Tales_1875_AI1999
1363*,1341A*
1363*,1341A*
298A*,Other_Animals_and_Objects_220_AI299
298A*,Other_Animals_and_Objects_220_AI299
298A*,1097*
298A*,1097*
298A*,298B*
298A*,298B*
774J,God_Rewards_and_Punishes_750_AI779
774J,God_Rewards_and_Punishes_750_AI779
774J,A1315.2
312D,Supernatural_Adversaries_300_AI399
312D,Supernatural_Adversaries_300_AI399
312D,F611.1
312D,T511.3
312D,490
312D,989
513C*,653
513C*,653
754,God_Rewards_and_Punishes_750_AI779
754,God_Rewards_and_Punishes_750_AI779
754,J1085.1
754,J1085.1
754,J1085
709A,Other_Tales_of_the_Supernatural_700_AI749
709A,Other_Tales_of_the_Supernatural_700_AI749
709A,J1146
709A,S352
709A,2791
745,Other_Tales_of_the_Supernatural_700_AI749
745,Other_Tales_of_the_Supernatural_700_AI749
745,D1288
745,D1288
745,D1602.11
745,D1602.11
745,N212
745,N212
745,257
745,632
759C,God_Rewards_and_Punishes_750_AI779
759C,God_Rewards_and_Punishes_750_AI779
759C,E754.2.2.1
759C,N456
759C,J355.1
882B*,760A
882B*,760A
713,Other_Tales_of_the_Supernatural_700_AI749
713,Other_Tales_of_the_Supernatural_700_AI749
713,717*
713,717*
713,D2081
713,H151.11
713,D1652.1
713,H481.1
713,K2112
713,D2157.1
772*,God_Rewards_and_Punishes_750_AI779
772*,God_Rewards_and_Punishes_750_AI779
772*,A2221.2.1
772*,B483
772*,B483.1
363,Supernatural_Adversaries_300_AI399
363,Supernatural_Adversaries_300_AI399
363,E251
363,G20
363,G20
363,D610
363,D40
363,D40
363,E251.3.1
363,732
363,2431
1574A,The_Clever_Man_1525_AI1639
1574A,The_Clever_Man_1525_AI1639
1574A,1574B
1574A,1574B
1574A,1574C
1574A,1574C
1574A,K341.13
1574A,X221.1
921D,Clever_Acts_and_Words_920_AI929
921D,Clever_Acts_and_Words_920_AI929
921D,J1474
848*,778
848*,778
1172,Souls_Saved_from_the_Devil_1170_AI1199
1172,Souls_Saved_from_the_Devil_1170_AI1199
1172,1172*
1172,1172*
1172,H1124
1172,H1124
1592B*,The_Clever_Man_1525_AI1639
1592B*,The_Clever_Man_1525_AI1639
1592B*,J2035
1064,Contest_between_Man_and_Ogre_1060_AI1114
1064,Contest_between_Man_and_Ogre_1060_AI1114
1572A*,The_Clever_Man_1525_AI1639
1572A*,The_Clever_Man_1525_AI1639
1572A*,1829A*
1572A*,1829A*
1574*,The_Clever_Man_1525_AI1639
1574*,The_Clever_Man_1525_AI1639
1574*,K1637
1574*,K1637
1698F,1698G
1698F,1698G
1698F,X111.6
1540A*,The_Clever_Man_1525_AI1639
1540A*,The_Clever_Man_1525_AI1639
1540A*,K341.9.1
1534D*,The_Clever_Man_1525_AI1639
1534D*,The_Clever_Man_1525_AI1639
1534D*,K1656
650C,Supernatural_Power_or_Knowledge_650_AI699
650C,Supernatural_Power_or_Knowledge_650_AI699
650C,D1846.4
650C,785
1406,The_Foolish_Husband_and_his_Wife_1405_AI1429
1406,The_Foolish_Husband_and_his_Wife_1405_AI1429
1406,J2311.0.1
1406,J2311.0.1
1406,J2301
1406,J2301
1406,J2324
1406,J2324
1406,J2317
1406,J2314
1406,K1545
1406,K1545
1406,J2316
1406,J2316
1406,J2013.2
1406,J2013.2
1406,J2312
1406,J2315
1406,J2315
1406,74
1406,83
1406,151
1406,442
1406,1636
1406,2194
1406,2523
1871D,Anecdotes_about_Other_Groups_of_People_1850_AI1874
1871D,Anecdotes_about_Other_Groups_of_People_1850_AI1874
1871D,J1442.9
1534B*,1534Z*
1534B*,1534Z*
1920E,Tall_Tales_1875_AI1999
1920E,Tall_Tales_1875_AI1999
